ScenarioID,Weight(kg),Grade(deg),Weather,Throttle,TractiveEffort(N),GradeResistance(N),AdhesionFactor,Result
4449,285000,4.9,Clear,8,5000000.0,238812.90455360885,1.0,PASS
4450,285000,5.0,Clear,8,5000000.0,243674.3833610401,1.0,PASS
4451,285000,5.1000000000000005,Rain,8,3000000.0,248535.11989404054,0.6,PASS
4452,285000,5.2,Clear,8,5000000.0,253395.09934596365,1.0,PASS
4453,285000,5.300000000000001,Rain,8,3000000.0,258254.30691246924,0.6,PASS
4454,285000,5.4,Clear,8,5000000.0,263112.72779156826,1.0,PASS
4455,285000,5.5,Snow,8,3000000.0,267970.34718366823,0.6,PASS
4456,285000,5.6000000000000005,Fog,8,5000000.0,272827.1502916181,1.0,PASS
4457,285000,5.7,Snow,8,3000000.0,277683.1223207531,0.6,PASS
4458,285000,5.800000000000001,Snow,8,3000000.0,282538.2484789406,0.6,PASS
4459,285000,5.9,Clear,8,5000000.0,287392.513976624,1.0,PASS
4460,285000,6.0,Fog,8,5000000.0,292245.9040268689,1.0,PASS
4461,285000,6.1000000000000005,Snow,8,3000000.0,297098.4038454076,0.6,PASS
4462,285000,6.2,Fog,8,5000000.0,301949.99865068396,1.0,PASS
4463,285000,6.300000000000001,Clear,8,5000000.0,306800.67366389895,1.0,PASS
4464,285000,6.4,Rain,8,3000000.0,311650.41410905507,0.6,PASS
4465,285000,6.5,Clear,8,5000000.0,316499.205213002,1.0,PASS
4466,285000,6.6000000000000005,Snow,8,3000000.0,321347.03220548114,0.6,PASS
4467,285000,6.7,Clear,8,5000000.0,326193.8803191706,1.0,PASS
4468,285000,6.800000000000001,Rain,8,3000000.0,331039.7347897307,0.6,PASS
4469,285000,6.9,Rain,8,3000000.0,335884.5808558481,0.6,PASS
4470,285000,7.0,Rain,8,3000000.0,340728.40375928156,0.6,PASS
4471,285000,7.1000000000000005,Rain,8,3000000.0,345571.18874490657,0.6,PASS
4472,285000,7.2,Snow,8,3000000.0,350412.92106076004,0.6,PASS
4473,285000,7.300000000000001,Rain,8,3000000.0,355253.5859580858,0.6,PASS
4474,285000,7.4,Snow,8,3000000.0,360093.1686913789,0.6,PASS
4475,285000,7.5,Snow,8,3000000.0,364931.65451843117,0.6,PASS
4476,285000,7.6000000000000005,Rain,8,3000000.0,369769.0287003758,0.6,PASS
4477,285000,7.7,Snow,8,3000000.0,374605.27650173183,0.6,PASS
4478,285000,7.800000000000001,Rain,8,3000000.0,379440.38319044997,0.6,PASS
4479,285000,7.9,Snow,8,3000000.0,384274.33403795643,0.6,PASS
4480,290000,0.0,Clear,8,5000000.0,0.0,1.0,PASS
4481,290000,0.1,Clear,8,5000000.0,4965.284668144099,1.0,PASS
4482,290000,0.2,Fog,8,5000000.0,9930.554211169996,1.0,PASS
4483,290000,0.30000000000000004,Clear,8,5000000.0,14895.793504005565,1.0,PASS
4484,290000,0.4,Rain,8,3000000.0,19860.98742167082,0.6,PASS
4485,290000,0.5,Fog,8,5000000.0,24826.12083932401,1.0,PASS
4486,290000,0.6000000000000001,Clear,8,5000000.0,29791.17863230766,1.0,PASS
4487,290000,0.7000000000000001,Fog,8,5000000.0,34756.145676194676,1.0,PASS
4488,290000,0.8,Snow,8,3000000.0,39721.00684683438,0.6,PASS
4489,290000,0.9,Fog,8,5000000.0,44685.74702039864,1.0,PASS
4490,290000,1.0,Clear,8,5000000.0,49650.35107342786,1.0,PASS
4491,290000,1.1,Rain,8,3000000.0,54614.80388287714,0.6,PASS
4492,290000,1.2000000000000002,Clear,8,5000000.0,59579.090326162215,1.0,PASS
4493,290000,1.3,Fog,8,5000000.0,64543.195281205684,1.0,PASS
4494,290000,1.4000000000000001,Clear,8,5000000.0,69507.10362648296,1.0,PASS
4495,290000,1.5,Clear,8,5000000.0,74470.80024106833,1.0,PASS
4496,290000,1.6,Snow,8,3000000.0,79434.27000468111,0.6,PASS
4497,290000,1.7000000000000002,Rain,8,3000000.0,84397.4977977316,0.6,PASS
4498,290000,1.8,Clear,8,5000000.0,89360.46850136718,1.0,PASS
4499,290000,1.9000000000000001,Snow,8,3000000.0,94323.16699751842,0.6,PASS
4500,290000,2.0,Snow,8,3000000.0,99285.57816894501,0.6,PASS
4501,290000,2.1,Rain,8,3000000.0,104247.68689928195,0.6,PASS
4502,290000,2.2,Clear,8,5000000.0,109209.47807308548,1.0,PASS
4503,290000,2.3000000000000003,Rain,8,3000000.0,114170.9365758792,0.6,PASS
4504,290000,2.4000000000000004,Clear,8,5000000.0,119132.04729420003,1.0,PASS
4505,290000,2.5,Rain,8,3000000.0,124092.79511564439,0.6,PASS
4506,290000,2.6,Snow,8,3000000.0,129053.16492891408,0.6,PASS
4507,290000,2.7,Rain,8,3000000.0,134013.1416238624,0.6,PASS
4508,290000,2.8000000000000003,Rain,8,3000000.0,138972.71009154018,0.6,PASS
4509,290000,2.9000000000000004,Rain,8,3000000.0,143931.85522424174,0.6,PASS
4510,290000,3.0,Snow,8,3000000.0,148890.5619155509,0.6,PASS
4511,290000,3.1,Rain,8,3000000.0,153848.81506038722,0.6,PASS
4512,290000,3.2,Fog,8,5000000.0,158806.5995550517,1.0,PASS
4513,290000,3.3000000000000003,Snow,8,3000000.0,163763.90029727298,0.6,PASS
4514,290000,3.4000000000000004,Fog,8,5000000.0,168720.70218625324,1.0,PASS
4515,290000,3.5,Snow,8,3000000.0,173676.9901227143,0.6,PASS
4516,290000,3.6,Snow,8,3000000.0,178632.74900894362,0.6,PASS
4517,290000,3.7,Snow,8,3000000.0,183587.96374884018,0.6,PASS
4518,290000,3.8000000000000003,Snow,8,3000000.0,188542.61924796045,0.6,PASS
4519,290000,3.9000000000000004,Snow,8,3000000.0,193496.70041356454,0.6,PASS
4520,290000,4.0,Snow,8,3000000.0,198450.19215466207,0.6,PASS
4521,290000,4.1000000000000005,Rain,8,3000000.0,203403.0793820582,0.6,PASS
4522,290000,4.2,Snow,8,3000000.0,208355.34700839937,0.6,PASS
4523,290000,4.3,Fog,8,5000000.0,213306.97994821967,1.0,PASS
4524,290000,4.4,Snow,8,3000000.0,218257.96311798636,0.6,PASS
4525,290000,4.5,Rain,8,3000000.0,223208.2814361461,0.6,PASS
4526,290000,4.6000000000000005,Clear,8,5000000.0,228157.91982317079,1.0,PASS
4527,290000,4.7,Snow,8,3000000.0,233106.86320160344,0.6,PASS
4528,290000,4.800000000000001,Snow,8,3000000.0,238055.09649610435,0.6,PASS
4529,290000,4.9,Rain,8,3000000.0,243002.60463349673,0.6,PASS
4530,290000,5.0,Fog,8,5000000.0,247949.37254281272,1.0,PASS
4531,290000,5.1000000000000005,Rain,8,3000000.0,252895.3851553395,0.6,PASS
4532,290000,5.2,Clear,8,5000000.0,257840.62740466476,1.0,PASS
4533,290000,5.300000000000001,Rain,8,3000000.0,262785.08422672306,0.6,PASS
4534,290000,5.4,Fog,8,5000000.0,267728.7405598414,1.0,PASS
4535,290000,5.5,Clear,8,5000000.0,272671.5813447852,1.0,PASS
4536,290000,5.6000000000000005,Fog,8,5000000.0,277613.59152480436,1.0,PASS
4537,290000,5.7,Clear,8,5000000.0,282554.75604567863,1.0,PASS
4538,290000,5.800000000000001,Snow,8,3000000.0,287495.0598557641,0.6,PASS
4539,290000,5.9,Rain,8,3000000.0,292434.48790603847,0.6,PASS
4540,290000,6.0,Snow,8,3000000.0,297373.0251501474,0.6,PASS
4541,290000,6.1000000000000005,Clear,8,5000000.0,302310.65654444986,1.0,PASS
4542,290000,6.2,Snow,8,3000000.0,307247.36704806436,0.6,PASS
4543,290000,6.300000000000001,Fog,8,5000000.0,312183.1416229147,1.0,PASS
4544,290000,6.4,Fog,8,5000000.0,317117.9652337753,1.0,PASS
4545,290000,6.5,Snow,8,3000000.0,322051.82284831785,0.6,PASS
4546,290000,6.6000000000000005,Rain,8,3000000.0,326984.6994371562,0.6,PASS
4547,290000,6.7,Snow,8,3000000.0,331916.5799738929,0.6,PASS
4548,290000,6.800000000000001,Fog,8,5000000.0,336847.44943516457,1.0,PASS
4549,290000,6.9,Clear,8,5000000.0,341777.29280068754,1.0,PASS
4550,290000,7.0,Rain,8,3000000.0,346706.09505330404,0.6,PASS
4551,290000,7.1000000000000005,Clear,8,5000000.0,351633.8411790277,1.0,PASS
4552,290000,7.2,Rain,8,3000000.0,356560.51616708917,0.6,PASS
4553,290000,7.300000000000001,Clear,8,5000000.0,361486.105009982,1.0,PASS
4554,290000,7.4,Snow,8,3000000.0,366410.5927035084,0.6,PASS
4555,290000,7.5,Fog,8,5000000.0,371333.96424682473,1.0,PASS
4556,290000,7.6000000000000005,Clear,8,5000000.0,376256.2046424877,1.0,PASS
4557,290000,7.7,Rain,8,3000000.0,381177.29889649904,0.6,PASS
4558,290000,7.800000000000001,Fog,8,5000000.0,386097.2320183526,1.0,PASS
4559,290000,7.9,Rain,8,3000000.0,391015.9890210785,0.6,PASS
4560,295000,0.0,Snow,8,3000000.0,0.0,0.6,PASS
4561,295000,0.1,Rain,8,3000000.0,5050.893024491411,0.6,PASS
4562,295000,0.2,Rain,8,3000000.0,10101.77066308672,0.6,PASS
4563,295000,0.30000000000000004,Fog,8,5000000.0,15152.617529936695,1.0,PASS
4564,295000,0.4,Snow,8,3000000.0,20203.418239285835,0.6,PASS
4565,295000,0.5,Snow,8,3000000.0,25254.157405519247,0.6,PASS
4566,295000,0.6000000000000001,Clear,8,5000000.0,30304.819643209514,1.0,PASS
4567,295000,0.7000000000000001,Snow,8,3000000.0,35355.38956716355,0.6,PASS
4568,295000,0.8,Snow,8,3000000.0,40405.85179246946,0.6,PASS
4569,295000,0.9,Clear,8,5000000.0,45456.19093454345,1.0,PASS
4570,295000,1.0,Snow,8,3000000.0,50506.391609176615,0.6,PASS
4571,295000,1.1,Clear,8,5000000.0,55556.43843258192,1.0,PASS
4572,295000,1.2000000000000002,Rain,8,3000000.0,60606.31602144088,0.6,PASS
4573,295000,1.3,Snow,8,3000000.0,65656.0089929506,0.6,PASS
4574,295000,1.4000000000000001,Snow,8,3000000.0,70705.50196487061,0.6,PASS
4575,295000,1.5,Snow,8,3000000.0,75754.7795555695,0.6,PASS
4576,295000,1.6,Rain,8,3000000.0,80803.82638407216,0.6,PASS
4577,295000,1.7000000000000002,Clear,8,5000000.0,85852.62707010629,1.0,PASS
4578,295000,1.8,Snow,8,3000000.0,90901.16623414936,0.6,PASS
4579,295000,1.9000000000000001,Clear,8,5000000.0,95949.42849747563,1.0,PASS
4580,295000,2.0,Clear,8,5000000.0,100997.39848220268,1.0,PASS
4581,295000,2.1,Fog,8,5000000.0,106045.06081133854,1.0,PASS
4582,295000,2.2,Fog,8,5000000.0,111092.40010882834,1.0,PASS
4583,295000,2.3000000000000003,Rain,8,3000000.0,116139.40099960126,0.6,PASS
4584,295000,2.4000000000000004,Clear,8,5000000.0,121186.04810961727,1.0,PASS
4585,295000,2.5,Fog,8,5000000.0,126232.32606591412,1.0,PASS
4586,295000,2.6,Rain,8,3000000.0,131278.21949665397,0.6,PASS
4587,295000,2.7,Rain,8,3000000.0,136323.7130311704,0.6,PASS
4588,295000,2.8000000000000003,Snow,8,3000000.0,141368.791300015,0.6,PASS
4589,295000,2.9000000000000004,Rain,8,3000000.0,146413.43893500452,0.6,PASS
4590,295000,3.0,Snow,8,3000000.0,151457.6405692673,0.6,PASS
4591,295000,3.1,Clear,8,5000000.0,156501.38083729046,1.0,PASS
4592,295000,3.2,Rain,8,3000000.0,161544.6443749664,0.6,PASS
4593,295000,3.3000000000000003,Fog,8,5000000.0,166587.41581963975,1.0,PASS
4594,295000,3.4000000000000004,Fog,8,5000000.0,171629.67981015416,1.0,PASS
4595,295000,3.5,Rain,8,3000000.0,176671.42098689906,0.6,PASS
4596,295000,3.6,Fog,8,5000000.0,181712.62399185644,1.0,PASS
4597,295000,3.7,Clear,8,5000000.0,186753.27346864776,1.0,PASS
4598,295000,3.8000000000000003,Clear,8,5000000.0,191793.35406258045,1.0,PASS
4599,295000,3.9000000000000004,Fog,8,5000000.0,196832.85042069497,1.0,PASS
4600,295000,4.0,Snow,8,3000000.0,201871.74719181142,0.6,PASS
4601,295000,4.1000000000000005,Snow,8,3000000.0,206910.02902657643,0.6,PASS
4602,295000,4.2,Rain,8,3000000.0,211947.68057750972,0.6,PASS
4603,295000,4.3,Snow,8,3000000.0,216984.68649905102,0.6,PASS
4604,295000,4.4,Fog,8,5000000.0,222021.03144760683,1.0,PASS
4605,295000,4.5,Snow,8,3000000.0,227056.70008159688,0.6,PASS
4606,295000,4.6000000000000005,Clear,8,5000000.0,232091.6770615013,1.0,PASS
4607,295000,4.7,Fog,8,5000000.0,237125.94704990694,1.0,PASS
4608,295000,4.800000000000001,Clear,8,5000000.0,242159.49471155443,1.0,PASS
4609,295000,4.9,Snow,8,3000000.0,247192.3047133846,0.6,PASS
4610,295000,5.0,Snow,8,3000000.0,252224.36172458535,0.6,PASS
4611,295000,5.1000000000000005,Rain,8,3000000.0,257255.65041663847,0.6,PASS
4612,295000,5.2,Fog,8,5000000.0,262286.1554633659,1.0,PASS
4613,295000,5.300000000000001,Clear,8,5000000.0,267315.8615409769,1.0,PASS
4614,295000,5.4,Fog,8,5000000.0,272344.7533281145,1.0,PASS
4615,295000,5.5,Fog,8,5000000.0,277372.81550590217,1.0,PASS
4616,295000,5.6000000000000005,Rain,8,3000000.0,282400.03275799064,0.6,PASS
4617,295000,5.7,Fog,8,5000000.0,287426.3897706041,1.0,PASS
4618,295000,5.800000000000001,Clear,8,5000000.0,292451.8712325876,1.0,PASS
4619,295000,5.9,Rain,8,3000000.0,297476.46183545294,0.6,PASS
4620,295000,6.0,Rain,8,3000000.0,302500.1462734258,0.6,PASS
4621,295000,6.1000000000000005,Clear,8,5000000.0,307522.9092434921,1.0,PASS
4622,295000,6.2,Clear,8,5000000.0,312544.7354454448,1.0,PASS
4623,295000,6.300000000000001,Rain,8,3000000.0,317565.6095819305,0.6,PASS
4624,295000,6.4,Fog,8,5000000.0,322585.51635849563,1.0,PASS
4625,295000,6.5,Rain,8,3000000.0,327604.44048363366,0.6,PASS
4626,295000,6.6000000000000005,Clear,8,5000000.0,332622.3666688313,1.0,PASS
4627,295000,6.7,Snow,8,3000000.0,337639.2796286152,0.6,PASS
4628,295000,6.800000000000001,Clear,8,5000000.0,342655.16408059845,1.0,PASS
4629,295000,6.9,Fog,8,5000000.0,347670.004745527,1.0,PASS
4630,295000,7.0,Fog,8,5000000.0,352683.78634732653,1.0,PASS
4631,295000,7.1000000000000005,Fog,8,5000000.0,357696.49361314886,1.0,PASS
4632,295000,7.2,Clear,8,5000000.0,362708.1112734183,1.0,PASS
4633,295000,7.300000000000001,Snow,8,3000000.0,367718.62406187825,0.6,PASS
4634,295000,7.4,Rain,8,3000000.0,372728.0167156378,0.6,PASS
4635,295000,7.5,Fog,8,5000000.0,377736.27397521824,1.0,PASS
4636,295000,7.6000000000000005,Snow,8,3000000.0,382743.38058459957,0.6,PASS
4637,295000,7.7,Rain,8,3000000.0,387749.32129126624,0.6,PASS
4638,295000,7.800000000000001,Clear,8,5000000.0,392754.08084625524,1.0,PASS
4639,295000,7.9,Rain,8,3000000.0,397757.6440042005,0.6,PASS
4640,300000,0.0,Fog,8,5000000.0,0.0,1.0,PASS
4641,300000,0.1,Clear,8,5000000.0,5136.501380838723,1.0,PASS
4642,300000,0.2,Rain,8,3000000.0,10272.987115003443,0.6,PASS
4643,300000,0.30000000000000004,Fog,8,5000000.0,15409.441555867825,1.0,PASS
4644,300000,0.4,Rain,8,3000000.0,20545.84905690085,0.6,PASS
4645,300000,0.5,Rain,8,3000000.0,25682.19397171449,0.6,PASS
4646,300000,0.6000000000000001,Fog,8,5000000.0,30818.46065411137,1.0,PASS
4647,300000,0.7000000000000001,Snow,8,3000000.0,35954.633458132426,0.6,PASS
4648,300000,0.8,Fog,8,5000000.0,41090.69673810453,1.0,PASS
4649,300000,0.9,Fog,8,5000000.0,46226.63484868825,1.0,PASS
4650,300000,1.0,Snow,8,3000000.0,51362.43214492538,0.6,PASS
4651,300000,1.1,Rain,8,3000000.0,56498.07298228669,0.6,PASS
4652,300000,1.2000000000000002,Rain,8,3000000.0,61633.541716719534,0.6,PASS
4653,300000,1.3,Snow,8,3000000.0,66768.82270469553,0.6,PASS
4654,300000,1.4000000000000001,Fog,8,5000000.0,71903.90030325824,1.0,PASS
4655,300000,1.5,Snow,8,3000000.0,77038.75887007068,0.6,PASS
4656,300000,1.6,Rain,8,3000000.0,82173.38276346322,0.6,PASS
4657,300000,1.7000000000000002,Clear,8,5000000.0,87307.75634248096,1.0,PASS
4658,300000,1.8,Rain,8,3000000.0,92441.86396693156,0.6,PASS
4659,300000,1.9000000000000001,Snow,8,3000000.0,97575.68999743284,0.6,PASS
4660,300000,2.0,Clear,8,5000000.0,102709.21879546036,1.0,PASS
4661,300000,2.1,Rain,8,3000000.0,107842.43472339513,0.6,PASS
4662,300000,2.2,Fog,8,5000000.0,112975.3221445712,1.0,PASS
4663,300000,2.3000000000000003,Rain,8,3000000.0,118107.86542332331,0.6,PASS
4664,300000,2.4000000000000004,Fog,8,5000000.0,123240.04892503451,1.0,PASS
4665,300000,2.5,Fog,8,5000000.0,128371.85701618384,1.0,PASS
4666,300000,2.6,Rain,8,3000000.0,133503.2740643939,0.6,PASS
4667,300000,2.7,Snow,8,3000000.0,138634.28443847835,0.6,PASS
4668,300000,2.8000000000000003,Fog,8,5000000.0,143764.87250848985,1.0,PASS
4669,300000,2.9000000000000004,Rain,8,3000000.0,148895.0226457673,0.6,PASS
4670,300000,3.0,Clear,8,5000000.0,154024.7192229837,1.0,PASS
4671,300000,3.1,Fog,8,5000000.0,159153.9466141937,1.0,PASS
4672,300000,3.2,Fog,8,5000000.0,164282.68919488107,1.0,PASS
4673,300000,3.3000000000000003,Clear,8,5000000.0,169410.93134200652,1.0,PASS
4674,300000,3.4000000000000004,Rain,8,3000000.0,174538.65743405506,0.6,PASS
4675,300000,3.5,Snow,8,3000000.0,179665.85185108377,0.6,PASS
4676,300000,3.6,Clear,8,5000000.0,184792.49897476926,1.0,PASS
4677,300000,3.7,Rain,8,3000000.0,189918.58318845535,0.6,PASS
4678,300000,3.8000000000000003,Fog,8,5000000.0,195044.08887720047,1.0,PASS
4679,300000,3.9000000000000004,Snow,8,3000000.0,200169.0004278254,0.6,PASS
4680,300000,4.0,Fog,8,5000000.0,205293.30222896076,1.0,PASS
4681,300000,4.1000000000000005,Snow,8,3000000.0,210416.9786710947,0.6,PASS
4682,300000,4.2,Fog,8,5000000.0,215540.01414662006,1.0,PASS
4683,300000,4.3,Snow,8,3000000.0,220662.3930498824,0.6,PASS
4684,300000,4.4,Fog,8,5000000.0,225784.09977722727,1.0,PASS
4685,300000,4.5,Snow,8,3000000.0,230905.11872704767,0.6,PASS
4686,300000,4.6000000000000005,Rain,8,3000000.0,236025.43429983183,0.6,PASS
4687,300000,4.7,Rain,8,3000000.0,241145.03089821045,0.6,PASS
4688,300000,4.800000000000001,Clear,8,5000000.0,246263.89292700452,1.0,PASS
4689,300000,4.9,Clear,8,5000000.0,251382.00479327247,1.0,PASS
4690,300000,5.0,Clear,8,5000000.0,256499.35090635798,1.0,PASS
4691,300000,5.1000000000000005,Rain,8,3000000.0,261615.91567793742,0.6,PASS
4692,300000,5.2,Snow,8,3000000.0,266731.68352206703,0.6,PASS
4693,300000,5.300000000000001,Clear,8,5000000.0,271846.63885523076,1.0,PASS
4694,300000,5.4,Fog,8,5000000.0,276960.76609638764,1.0,PASS
4695,300000,5.5,Snow,8,3000000.0,282074.04966701916,0.6,PASS
4696,300000,5.6000000000000005,Clear,8,5000000.0,287186.4739911769,1.0,PASS
4697,300000,5.7,Rain,8,3000000.0,292298.0234955296,0.6,PASS
4698,300000,5.800000000000001,Clear,8,5000000.0,297408.68260941113,1.0,PASS
4699,300000,5.9,Rain,8,3000000.0,302518.43576486735,0.6,PASS
4700,300000,6.0,Snow,8,3000000.0,307627.2673967042,0.6,PASS
4701,300000,6.1000000000000005,Fog,8,5000000.0,312735.1619425343,1.0,PASS
4702,300000,6.2,Snow,8,3000000.0,317842.1038428252,0.6,PASS
4703,300000,6.300000000000001,Clear,8,5000000.0,322948.07754094625,1.0,PASS
4704,300000,6.4,Clear,8,5000000.0,328053.0674832159,1.0,PASS
4705,300000,6.5,Rain,8,3000000.0,333157.05811894947,0.6,PASS
4706,300000,6.6000000000000005,Fog,8,5000000.0,338260.03390050645,1.0,PASS
4707,300000,6.7,Fog,8,5000000.0,343361.9792833375,1.0,PASS
4708,300000,6.800000000000001,Fog,8,5000000.0,348462.87872603233,1.0,PASS
4709,300000,6.9,Clear,8,5000000.0,353562.7166903664,1.0,PASS
4710,300000,7.0,Snow,8,3000000.0,358661.477641349,0.6,PASS
4711,300000,7.1000000000000005,Clear,8,5000000.0,363759.14604727004,1.0,PASS
4712,300000,7.2,Rain,8,3000000.0,368855.7063797474,0.6,PASS
4713,300000,7.300000000000001,Snow,8,3000000.0,373951.1431137745,0.6,PASS
4714,300000,7.4,Snow,8,3000000.0,379045.4407277673,0.6,PASS
4715,300000,7.5,Rain,8,3000000.0,384138.5837036118,0.6,PASS
4716,300000,7.6000000000000005,Clear,8,5000000.0,389230.5565267114,1.0,PASS
4717,300000,7.7,Clear,8,5000000.0,394321.3436860335,1.0,PASS
4718,300000,7.800000000000001,Rain,8,3000000.0,399410.9296741579,0.6,PASS
4719,300000,7.9,Fog,8,5000000.0,404499.2989873226,1.0,PASS
4720,305000,0.0,Snow,8,3000000.0,0.0,0.6,PASS
4721,305000,0.1,Rain,8,3000000.0,5222.109737186035,0.6,PASS
4722,305000,0.2,Snow,8,3000000.0,10444.203566920167,0.6,PASS
4723,305000,0.30000000000000004,Fog,8,5000000.0,15666.265581798956,1.0,PASS
4724,305000,0.4,Rain,8,3000000.0,20888.27987451586,0.6,PASS
4725,305000,0.5,Fog,8,5000000.0,26110.23053790973,1.0,PASS
4726,305000,0.6000000000000001,Fog,8,5000000.0,31332.101665013226,1.0,PASS
4727,305000,0.7000000000000001,Fog,8,5000000.0,36553.8773491013,1.0,PASS
4728,305000,0.8,Clear,8,5000000.0,41775.54168373961,1.0,PASS
4729,305000,0.9,Snow,8,3000000.0,46997.07876283305,0.6,PASS
4730,305000,1.0,Clear,8,5000000.0,52218.47268067413,1.0,PASS
4731,305000,1.1,Rain,8,3000000.0,57439.70753199147,0.6,PASS
4732,305000,1.2000000000000002,Rain,8,3000000.0,62660.7674119982,0.6,PASS
4733,305000,1.3,Fog,8,5000000.0,67881.63641644047,1.0,PASS
4734,305000,1.4000000000000001,Clear,8,5000000.0,73102.29864164587,1.0,PASS
4735,305000,1.5,Snow,8,3000000.0,78322.73818457186,0.6,PASS
4736,305000,1.6,Rain,8,3000000.0,83542.93914285427,0.6,PASS
4737,305000,1.7000000000000002,Clear,8,5000000.0,88762.88561485565,1.0,PASS
4738,305000,1.8,Snow,8,3000000.0,93982.56169971375,0.6,PASS
4739,305000,1.9000000000000001,Clear,8,5000000.0,99201.95149739007,1.0,PASS
4740,305000,2.0,Clear,8,5000000.0,104421.03910871802,1.0,PASS
4741,305000,2.1,Snow,8,3000000.0,109639.8086354517,0.6,PASS
4742,305000,2.2,Clear,8,5000000.0,114858.24418031405,1.0,PASS
4743,305000,2.3000000000000003,Fog,8,5000000.0,120076.32984704537,1.0,PASS
4744,305000,2.4000000000000004,Snow,8,3000000.0,125294.04974045175,0.6,PASS
4745,305000,2.5,Clear,8,5000000.0,130511.38796645358,1.0,PASS
4746,305000,2.6,Clear,8,5000000.0,135728.32863213378,1.0,PASS
4747,305000,2.7,Clear,8,5000000.0,140944.85584578634,1.0,PASS
4748,305000,2.8000000000000003,Clear,8,5000000.0,146160.95371696466,1.0,PASS
4749,305000,2.9000000000000004,Clear,8,5000000.0,151376.6063565301,1.0,PASS
4750,305000,3.0,Snow,8,3000000.0,156591.7978767001,0.6,PASS
4751,305000,3.1,Snow,8,3000000.0,161806.5123910969,0.6,PASS
4752,305000,3.2,Rain,8,3000000.0,167020.73401479574,0.6,PASS
4753,305000,3.3000000000000003,Clear,8,5000000.0,172234.44686437328,1.0,PASS
4754,305000,3.4000000000000004,Rain,8,3000000.0,177447.63505795598,0.6,PASS
4755,305000,3.5,Snow,8,3000000.0,182660.28271526852,0.6,PASS
4756,305000,3.6,Fog,8,5000000.0,187872.37395768208,1.0,PASS
4757,305000,3.7,Snow,8,3000000.0,193083.89290826293,0.6,PASS
4758,305000,3.8000000000000003,Fog,8,5000000.0,198294.82369182046,1.0,PASS
4759,305000,3.9000000000000004,Rain,8,3000000.0,203505.1504349558,0.6,PASS
4760,305000,4.0,Clear,8,5000000.0,208714.8572661101,1.0,PASS
4761,305000,4.1000000000000005,Rain,8,3000000.0,213923.92831561292,0.6,PASS
4762,305000,4.2,Rain,8,3000000.0,219132.3477157304,0.6,PASS
4763,305000,4.3,Rain,8,3000000.0,224340.0996007138,0.6,PASS
4764,305000,4.4,Fog,8,5000000.0,229547.16810684773,1.0,PASS
4765,305000,4.5,Snow,8,3000000.0,234753.53737249845,0.6,PASS
4766,305000,4.6000000000000005,Snow,8,3000000.0,239959.19153816235,0.6,PASS
4767,305000,4.7,Snow,8,3000000.0,245164.11474651395,0.6,PASS
4768,305000,4.800000000000001,Rain,8,3000000.0,250368.29114245457,0.6,PASS
4769,305000,4.9,Fog,8,5000000.0,255571.70487316034,1.0,PASS
4770,305000,5.0,Clear,8,5000000.0,260774.34008813062,1.0,PASS
4771,305000,5.1000000000000005,Clear,8,5000000.0,265976.18093923636,1.0,PASS
4772,305000,5.2,Clear,8,5000000.0,271177.2115807681,1.0,PASS
4773,305000,5.300000000000001,Snow,8,3000000.0,276377.4161694846,0.6,PASS
4774,305000,5.4,Snow,8,3000000.0,281576.77886466077,0.6,PASS
4775,305000,5.5,Fog,8,5000000.0,286775.28382813616,1.0,PASS
4776,305000,5.6000000000000005,Clear,8,5000000.0,291972.9152243632,1.0,PASS
4777,305000,5.7,Clear,8,5000000.0,297169.6572204551,1.0,PASS
4778,305000,5.800000000000001,Snow,8,3000000.0,302365.49398623465,0.6,PASS
4779,305000,5.9,Rain,8,3000000.0,307560.4096942818,0.6,PASS
4780,305000,6.0,Clear,8,5000000.0,312754.3885199826,1.0,PASS
4781,305000,6.1000000000000005,Clear,8,5000000.0,317947.4146415766,1.0,PASS
4782,305000,6.2,Fog,8,5000000.0,323139.4722402056,1.0,PASS
4783,305000,6.300000000000001,Rain,8,3000000.0,328330.54549996206,0.6,PASS
4784,305000,6.4,Rain,8,3000000.0,333520.61860793614,0.6,PASS
4785,305000,6.5,Snow,8,3000000.0,338709.6757542653,0.6,PASS
4786,305000,6.6000000000000005,Rain,8,3000000.0,343897.70113218157,0.6,PASS
4787,305000,6.7,Fog,8,5000000.0,349084.6789380598,1.0,PASS
4788,305000,6.800000000000001,Clear,8,5000000.0,354270.5933714662,1.0,PASS
4789,305000,6.9,Snow,8,3000000.0,359455.42863520584,0.6,PASS
4790,305000,7.0,Rain,8,3000000.0,364639.1689353715,0.6,PASS
4791,305000,7.1000000000000005,Clear,8,5000000.0,369821.7984813912,1.0,PASS
4792,305000,7.2,Clear,8,5000000.0,375003.30148607655,1.0,PASS
4793,305000,7.300000000000001,Rain,8,3000000.0,380183.6621656707,0.6,PASS
4794,305000,7.4,Clear,8,5000000.0,385362.86473989673,1.0,PASS
4795,305000,7.5,Clear,8,5000000.0,390540.8934320053,1.0,PASS
4796,305000,7.6000000000000005,Clear,8,5000000.0,395717.73246882326,1.0,PASS
4797,305000,7.7,Clear,8,5000000.0,400893.3660808007,1.0,PASS
4798,305000,7.800000000000001,Clear,8,5000000.0,406067.7785020605,1.0,PASS
